,page,country,rev_id
13762,Seydou Diarra,Ivorian,760303900
13763,Gilbert Aké,Ivorian,760304267
13764,Eugène Soudan,Belgium,760314345
13765,Karl Kobelt,Switzerland,760325233
13766,Mishaal bin Saud Al Saud,Saudi Arabia,760347572
13767,"Louis Phélypeaux, comte de Saint-Florentin",France,760347913
13768,Badr bin Muhammad bin Abdullah bin Jalawi Al Saud,Saudi Arabia,760349338
13769,Tomás de Herrera,Panama,760353259
13770,Rawhi Fattouh,Palestinian Territory,760357919
13771,Wasfi Kabha,Palestinian Territory,760375386
13772,Omar Hammayil,Palestinian Territory,760380012
13773,Hussin Ututalum Amin,Philippines,760380616
13774,Mohammed Milhim,Palestinian Territory,760380700
13775,John Huyler,United States,760386151
13776,Hans Adlhoch,Germany,760389806
13777,Akanbi Oniyangi,Nigeria,760390131
13778,Habib Chatty,Tunisia,760390313
13779,Jeannot Ahoussou-Kouadio,Ivorian,760393381
13780,Mieke Vogels,Belgium,760400845
13781,André Kolingba,Central African Republic,760410546
13782,Mónica Jiménez,Chile,760422907
13783,Badr bin Abdulaziz Al Saud,Saudi Arabia,760434387
13784,Sattam bin Abdulaziz Al Saud,Saudi Arabia,760434543
13785,Damian Greaves,Saint Lucian,760443772
13786,Shekhar Dutt,India,760449447
13787,Heinrich Clam-Martinic,Austria,760452466
13788,Sabar Mirza Farman Farmaian,Iran,760462089
13789,John Lillie Gillies,New Zealand,760467434
13790,Aleksandr Shavlokhov,South Ossetian,760473086
13791,Merab Chigoev,South Ossetian,760473130
13792,Gerasim Khugayev,South Ossetian,760473192
13793,Igor Sanakoyev,South Ossetian,760473237
13794,Zurab Kokoyev,South Ossetian,760473273
13795,Leon Schlumpf,Switzerland,760477125
13796,Hasina Miya,Nepal,760479746
13797,Kostas Linoxilakis,Greece,760484947
13798,M. M. Ismail,India,760487348
13799,Sundar Lal Khurana,India,760487381
13800,Rudolf Amelunxen,Germany,760499204
13801,List of rulers of Bosha,Ethiopia,760511696
13802,Louis-Étienne Ricard,France,760512672
13803,Jan Joseph Godfried van Voorst tot Voorst (politician),Netherlands,760517312
13804,Tomasz Łubieński,Poland,760522468
13805,Massimo Tononi,Italy,760526926
13806,Alpha Kanu,Sierra Leone,760527930
13807,Paurina Mpariwa,Zimbabwe,760532029
13808,Ginette Gamatis,Seychelles,760532401
13809,Jennifer Vel,Seychelles,760532402
13810,Joevana Charles,Seychelles,760532404
13811,Nouriya Al-Subaih,Kuwait,760533559
13812,Salwa al-Jassar,Kuwait,760533560
13813,Aseel al-Awadhi,Kuwait,760533561
13814,Ina'am Al-Mufti,Jordan,760533730
13815,Toktayym Ümötalieva,Kyrgyzstan,760534018
13816,Jyldyz Joldosheva,Kyrgyzstan,760534019
13817,Rosa Bonaparte,East Timorese,760534473
13818,Naziha al-Dulaimi,Iraq,760535135
13819,Nisrin Barwari,Iraq,760535171
13820,Basimah Yusuf Butrus,Iraq,760535174
13821,Sondul Chapouk,Iraq,760535175
13822,Leila Abdul-Latif,Iraq,760535176
13823,Narmin Othman,Iraq,760535433
13824,Tayseer al-Mashhadani,Iraq,760535436
13825,Faten Mahmoud,Iraq,760535437
13826,Shatha Mousa Sadiq,Iraq,760535438
13827,Salama al-Khufaji,Iraq,760535439
13828,Lamiya Abed Khadawi,Iraq,760535443
13829,Wijdan Michael,Iraq,760535546
13830,Nadia Hashem,Jordan,760549444
13831,Rawya Saud Al Busaidi,Omani,760558966
13832,Ida Glanzmann,Switzerland,760560737
13833,Bozhidar Lukarski,Bulgaria,760562041
13834,Robert Dunsmure,Australia,760563015
13835,Julie Arthur,Barbados,760564482
13836,Jorge Illueca,Panama,760574895
13837,Denise Robinson,South Africa,760581361
13838,Kyaw Lwin,Myanmar,760581725
13839,Fatima Ibrahim Didi,Maldives,760582937
13840,Herbert Mies,Germany,760584475
13841,Moudi bint Khalid Al Saud,Saudi Arabia,760585269
13842,Mozaffar Alam,Iran,760586213
13843,Political families of Tamil Nadu,India,760599350
13844,Willie Obiano,Nigeria,760603745
13845,David Hunter (Queensland politician),Australia,760604768
13846,James Kennedy (Australian politician),Australia,760605084
13847,Nobuo Kishi,Japan,760606135
13848,Political families of Rajasthan,India,760608625
13849,Eric Loiselet,France,760622550
13850,Political families of Kerala,India,760624699
13851,Charles Elliott (politician),New Zealand,760631042
13852,Herminio A. Astorga,Philippines,760653497
13853,James Francis Maxwell,Australia,760662466
13854,Maria Claudia Lacouture,Colombia,760704360
13855,Anna-Liisa Linkola,Finland,760706102
13856,Lucina Hagman,Finland,760710006
13857,Cuthbert Grant,Canada,760716476
13858,Taqi Arani,Iran,760731236
13859,Samuel Leonard Tilley,Canada,760733809
13860,Magdalena Matte,Chile,760741230
13861,Geoffrey Owen Whittaker,United Kingdom,760747947
13862,Sangeet Fowdar,Mauritius,760751159
13863,Manuel Burgos,Paraguay,760769582
13864,Gudrat Gurbanov,Azerbaijan,760794093
13865,Alexander Abalakov,Russia,760821113
13866,Gerrit Schimmelpenninck,Netherlands,760825067
13867,Juho Eerola,Finland,760828437
13868,Abbas Farzanegan,Iran,760830632
13869,Luzviminda Ilagan,Philippines,760837785
13870,Asghar Khan Nawani,Pakistan,760839784
13871,Patrik Vankrunkelsven,Belgium,760843609
13872,Kadi Sesay,Sierra Leone,760843722
13873,Mohamamad Fatmi Che Salleh,Malaysia,760887503
13874,Jacob George Hieronymus van Tets van Goudriaan,Netherlands,760892588
13875,Luis Bareiro Spaini,Paraguay,760897165
13876,Gervasio Antonio de Posadas,Argentina,760900841
13877,Miguel Guevara,Peru,760901474
13878,Michael Falzon (politician),Malta,760906887
13879,Juan Pedro Aguirre,Argentina,760911008
13880,Manuel Vicente Maza,Argentina,760916602
13881,Béla Perczel,Hungary,760947178
13882,Liao Liou-yi,Taiwan,760963711
13883,Gustaw Marek Brzezin,Poland,760966317
13884,Lin Fong-cheng,Taiwan,760970380
13885,Rafael Pérez Pareja,Ecuador,760973903
13886,Liao Cheng-hao,Taiwan,760987606
13887,Evelio Leonardia,Philippines,760989859
13888,Peter Lindbäck,Finland,760993373
13889,Vano Siradeghyan,Armenia,761000859
13890,Benjamin Tupay Loong,Philippines,761001228
13891,Diosdado Macapagal Arroyo,Philippines,761005053
13892,Jogendra Singh (politician),India,761006329
13893,Raghukul Tilak,India,761006382
13894,Henry Williams (New Zealand politician),New Zealand,761006664
13895,Navrang Lal Tibrewal,India,761007420
13896,Javier Fernández (politician),Spain,761023103
13897,Ferdynand Zarzycki,Poland,761024728
13898,Wu Chen-huan,Taiwan,761025180
13899,Robert Thomson (Australian politician),Australia,761038983
13900,Ilham Moussaïd,France,761052363
13901,Taha El Sherif Ben Amer,Libya,761069990
13902,Shah Moazzem Hossain,Bangladesh,761070032
13903,Stefan Wallin,Finland,761072947
13904,James C. F. Huang,Taiwan,761074170
13905,Antonio Sedeño,Spain,761087542
13906,Madar Bux,Bangladesh,761093250
13907,Norman Yakeleya,Canada,761104451
13908,Alberto Ramento,Philippines,761111593
13909,Stanislovas Buškevičius,Lithuania,761112423
13910,Violet Yong Wui Wui,Malaysia,761115853
13911,Larry Clapp,United States,761126708
13912,Bartolomé Morales,Cuba,761128701
13913,Francis North (politician),Australia,761131688
13914,Georges Vereeken,Belgium,761134925
13915,Hippolyte Metdepenningen,Belgium,761135477
13916,Hovsep Arghutian,Armenia,761135606
13917,Jef François,Belgium,761136225
13918,Angelo Alessandri,Italy,761137432
13919,Pan Men-an,Taiwan,761141148
13920,Ropata Wahawaha,New Zealand,761147156
13921,Abram Irvin McDowell,United States,761157551
13922,Elisa Olga Kho,Philippines,761160776
13923,Pankaj Gupta (politician),India,761160906
13924,Fawzi Abdel A'al,Libya,761170393
13925,Al-Aref al-Khoga,Libya,761170861
13926,Meng Fan-chao,Taiwan,761180310
13927,Yang Chiu-hsing,Taiwan,761182163
13928,Milton Dube,Nauru,761184763
13929,Eino S. Repo,Finland,761194274
13930,Mirza Namrud Buksh,Fiji,761194675
13931,Abul Kashem Khan,Bangladesh,761204424
13932,Saco Reinalda,Netherlands,761206922
13933,Gavril Krastevich,Bulgaria,761211695
13934,Archie Tanner,Australia,761214304
13935,Politburo of the Polish United Workers' Party,Poland,761225048
13936,Poul Hansen,Denmark,761232713
13937,Samuel Mchele Chitalilo,Tanzania,761236986
13938,Date Munenari,Japan,761243798
13939,Davor Škrlec,Croatia,761244047
13940,Miguel de Vasconcelos,Portugal,761248391
13941,Margarita Popova,Bulgaria,761264606
13942,Carlos Eduardo Guevara Villabón,Colombia,761268013
13943,Reynaldo Aguinaldo,Philippines,761276777
13944,Vice President of Suriname,Suriname,761287378
13945,Jevrem Nenadović,Serbia,761288513
13946,Murder of Yuriy Chervochkin,Russia,761309782
13947,David Tuviyahu,Israel,761322331
13949,Warren Jenkins,United States,761332661
13950,Jean-Marie Léyé,Vanuatu,761336725
13951,Lee Yi-ting,Taiwan,761349682
13952,Igor Arkhipov,Russia,761351942
13953,Akhmed Malsagov,Russia,761353713
13954,Trench Chiswell,United Kingdom,761354074
13955,Vahida Maglajlić,Bosnia-Herzegovina,761355078
13956,Rumen Hristov (politician),Bulgaria,761358795
13957,András Vonza,Hungary,761378900
13958,María Zamudio Guzmán,Mexico,761389170
13959,Murray Smith (New Zealand politician),New Zealand,761396239
13960,Claiborne-Dallas-Boggs family,United States,761403440
13961,Mom Chim Huy,Cambodia,761412104
13962,Middleton-Rutledge-Pinckney family,United States,761413282
13963,Scranton family,United States,761415640
13964,Aurélio Martins,Sao Tome and Principe,761418543
13965,Hsueh Hsiang-chuan,Taiwan,761425305
13966,Vladimir Mikhailovich Belyaev,Moldova,761440930
13967,Petar Dobrović,Serbia,761441460
13968,Ranavalona II,Madagascar,761441904
13969,Tang Bi-a,Taiwan,761461328
13970,Daniel Blanco Acevedo,Uruguay,761462628
13971,Vanessa Davies,Venezuela,761463732
13972,Wu Ying-yih,Taiwan,761475154
13973,Viswa Sadasivan,Singapore,761487485
13974,List of Ministers of Defense of Peru,Peru,761494290
13975,Nikolai Shelyagovich,Belarus,761506820
13976,Robert Paul Marie de Guise,France,761513578
13977,Hussein el-Shafei,Egypt,761525136
13978,Chen Jian-yu,Taiwan,761534819
13979,Tsai Duei,Taiwan,761547293
13980,Frank Baron (Dominica),Dominica,761559488
13981,Ricardo Ehrlich,Uruguay,761565854
13982,Roberto Kreimerman,Uruguay,761565906
13983,Daniel Olesker,Uruguay,761565982
13984,Isaac Alfie,Uruguay,761566395
13985,Isaac Mekler,Peru,761578439
13986,Ali Asghar Al-Mousavi,Iran,761581534
13987,Gottlieb Duttweiler,Switzerland,761581631
13988,Aleksandr Artemyev,Russia,761589338
13989,Mikhail Astafyev,Russia,761589729
13990,Vladimir Aseev,Russia,761591469
13991,Yury Afonin,Russia,761596180
13992,Edward Palmer (Canadian politician),Canada,761604965
13993,Taibah Al-Ibrahim,Kuwait,761628121
13994,André-Gilles Fortin,Canada,761630386
13997,Chukwuebuka Anisiobi,Nigeria,761658964
13998,Stefano Colonna,Italy,761670535
13999,Kathryn Holloway (police commissioner),United Kingdom,761685369
14000,Ghulam Mohammad Ghobar,Afghanistan,761685512
14002,Aloyse Hentgen,Luxembourg,761703430
14003,Seidou Njimoluh Njoya,Cameroon,761705332
14004,Pirro Kondi,Albania,761708375
14005,María Teresa Jiménez Esquivel,Mexico,761713965
14006,Jalel Lakadar,Tunisia,761714151
14007,Mustafa Lutfi,Maldives,761714259
14008,Idoia Mendia,Spain,761714342
14009,Khaled Sheikh,Yemen,761714859
14010,Stanisław Sławiński,Poland,761714907
14011,Vasili Tishchenko,Moldova,761715015
14012,Mikko Vainio,Finland,761715077
14013,M. Vaithianathan,India,761715082
14014,Nando Bodha,Mauritius,761721236
14015,Aung Soe Myint,Myanmar,761725171
14016,Mohammad Choucair,Lebanon,761731009
14017,Stanley G. Grizzle,Canada,761737356
14018,Ponciano Bernardo,Philippines,761748124
14019,Hamid Garmabi,Iran,761753605
14020,Kenneth Williams (politician),New Zealand,761757833
14021,Jalal Dabagh,Iraq,761763090
14022,Louis Thiroux de Crosne,France,761772004
14023,Mauricio Santa María Salamanca,Colombia,761798776
14024,Nikolay Baranov (politician),Russia,761821348
14025,Rashid Beebeejaun,Mauritius,761822097
14026,Anil Bachoo,Mauritius,761836081
14027,Rezaul Karim Hira,Bangladesh,761837379
14028,Boris Buzančić,Croatia,761837709
14029,Telmo Vargas,Ecuador,761838379
14030,Eda Rivas,Peru,761844420
14031,Saufatu Sopoanga,Tuvalu,761857722
14032,Telavi Ministry,Tuvalu,761858215
14033,Xavier-Luc Duval,Mauritius,761860243
14034,Leela Devi Dookhun,Mauritius,761861065
14035,Kang Ki-sop,"Korea, South",761863449
14036,Carmen Planas,Philippines,761876054
14037,Somdy Douangdy,Laos,761898012
14038,John B. Pinney,Liberia,761902568
14039,Spiridon Kacarosi,Albania,761911357
14040,Andrey Golovatyuk,Russia,761915273
14041,Pierre-Suzanne-Augustin Cochin,France,761928876
14042,Norodom Norindeth,Cambodia,761941416
14043,Pierre Dupong,Luxembourg,761949034
14044,Georgi Kirkov,Bulgaria,761955907
14045,Michael Clarke (Australian politician),Australia,761960589
14046,Russell Clarke,Australia,761960679
14047,Denis Collins (politician),Australia,761961716
14048,Liu Wenzhi,China,761964553
14049,Jorge Telerman,Argentina,761964727
14050,Gianni De Michelis,Italy,761967743
14051,Julius Jolly (Indologist),Germany,761999946
14052,Adrian Davis (governor),Montserratian,762009545
14053,Alois von Brinz,Germany,762011471
14054,Aleksander Kesküla,Estonia,762022167
14055,Pavle Bulatović,Montenegro,762023654
14056,Đuro Basariček,Croatia,762023726
14057,Jordi Arquer,Spain,762026056
14058,Timothy Donaldson,Bahamas,762030747
14059,Mohamed Abdi Mohamed,Somalia,762037584
14060,Tadao Watanabe,Japan,762042217
14061,James C. Webb,United States,762042495
14062,Margarita Diéguez Armas,Mexico,762044692
14063,Juan Castellón Larenas,Chile,762047986
14064,Nikola Koljević,Bosnia-Herzegovina,762049513
14065,Patricia Jorge,Argentina,762057274
14066,Mohamed Taieb Naciri,Morocco,762058199
14067,Mohammed Kumalia,Nigeria,762063203
14068,Janusz Kiszka,Poland,762067204
14069,Federico Malo Andrade,Ecuador,762070658
14070,Carlos Flores Vizcarra,Mexico,762074976
14071,Olavi Mäenpää,Finland,762076149
14072,Jacqui Quinn-Leandro,Antigua and Barbuda,762082122
14073,Charles Rawlins,New Zealand,762085223
14074,Rodney Arismendi,Uruguay,762086732
14075,"Carlos O'Donnell, 2nd Duke of Tetuan",Ireland,762086842
14076,Georges Pézières,France,762093054
14077,Hélder Barros,Sao Tome and Principe,762094926
14078,Gaius Obaseki,Nigeria,762106197
14079,Abdylaqim Ademi,Macedonia,762110004
14080,Fuat Dibra,Albania,762110105
14081,Abraham Guloyan,Armenia,762121328
14082,Silvino Manuel da Luz,Cape Verde,762123467
14083,Kyryl Studynsky,Ukraine,762125702
14084,Vesna Pešić,Serbia,762126897
14085,Sainte Suzanne Melvil-Bloncourt,Guadeloupe,762128875
14086,António do Espírito Santo Fonseca,Cape Verde,762131005
14087,Musa Gibril Bala Gaye,Gambia,762138805
14088,Ahmed ibn Abi Mahalli,Morocco,762151376
14089,Janine Krieber,Canada,762182031
14090,Yusuf Mohamed Ismail,Somalia,762192293
14091,Ali Mohamud Abdi,Somalia,762193230
14092,Adjaratou Abdoulaye,Togo,762193615
14093,Abd al-Qadir (Sokoto),Nigeria,762195257
14094,Abd-Allah ibn Aamir Hadhrami,Iraq,762195749
14095,Paolo Barelli,Italy,762200755
14096,Anudith Nakornthap,Thailand,762206632
14097,Ebenezer Shoobridge,Australia,762220684
14098,Noor Dean,Fiji,762223313
14099,Varlam Cherkezishvili,Russia,762223621
14100,Harry Thomson (politician),Malawi,762227208
14101,Jacques Moreau,France,762227429
14102,Saiful Islam Hiru,Bangladesh,762237127
14103,Wei Liaoweng,China,762248402
14104,John Crowe (Irish politician),Ireland,762252291
14105,Théophile Nata,Benin,762255691
14106,A. Wahab,Indonesia,762268368
14107,Gerardus Huysmans,Netherlands,762277520
14108,Nikolay Nenchev,Bulgaria,762280823
14109,Arsalan Fathipour,Iran,762288716
14110,Peter Kažimír,Slovakia,762299697
14111,Mohamed Abu Samra,Egypt,762300867
14112,Thamer Nayef al-Hathal,Iraq,762333867
14113,Sigurður Eggerz,Iceland,762335268
14114,Tryggvi Þórhallsson,Iceland,762336008
14115,John Frazer (politician),Australia,762343695
14116,Dionisio Meade y Garcia de Leon,Mexico,762352096
14117,Matloob Inkalabi,Pakistan,762354383
14118,Yelena Vladimirovna Afanasyeva,Russia,762356046
14119,Conducător,Romania,762358380
14120,Åke Henriksson Tott,Sweden,762369152
14121,Salah Dessouki,Egypt,762369795
14122,Hjalmar Mehr,Sweden,762371754
14123,Dmitry Demushkin,Russia,762377033
14124,Hangmila Shaiza,India,762379528
14125,Olugbenga Onaolapo Obadara,Nigeria,762379856
14126,George A. Waggaman,United States,762380926
14127,Oscar Celli Gerbasi,Venezuela,762388241
14128,Soemarno Sosroatmodjo,Indonesia,762400487
14129,Crin Antonescu,Romania,762408105
14130,Agnes Mukabaranga,Rwanda,762409626
14131,Abu Youssef Sharqieh,Lebanon,762411418
14132,Solomone Bauserau,Fiji,762425953
14133,Honório Barreto,Cape Verde,762434454
14134,Keying (official),China,762434752
14135,Mian Hazrat Jamal Kakakhel,Pakistan,762456013
14136,Fabiola Morales,Peru,762457453
14137,Paul Levi,Germany,762470646
14138,Vanda Briedienė,Lithuania,762474757
14139,Manuel Francisco Pavón Aycinena,Guatemala,762482100
14140,Saleh Ali Farrah,Tanzania,762483439
14141,Abdullah bin Rashid,Saudi Arabia,762495282
14142,Ahmed Aboki Abdullahi,Nigeria,762496894
14143,Giuseppe Maiani,San Marino,762498904
14144,Marie Davis Pierre,Dominica,762517620
14145,Denise Allen,Australia,762526753
14146,Konstanty Dombrowicz,Poland,762526801
14147,List of ambassadors of Afghanistan,Afghanistan,762527227
14149,Aileen Anna Maria Garmson,New Zealand,762549593
14150,Yury Gladkov,Russia,762551117
14151,Ashok B. Gokhale,India,762551550
14152,Guðmundur Ívarsson Guðmundsson,Iceland,762555424
14153,Tuala Ainiu Iusitino,Samoan,762572848
14154,Roberto Jaguaribe,Brazil,762574050
14155,Mahamoud Adam Béchir,Chad,762579466
14156,Ntare I of Burundi,Burundi,762598944
14157,Mwezi III of Burundi,Burundi,762599147
14158,Mutaga III of Burundi,Burundi,762599271
14159,Mwambutsa I of Burundi,Burundi,762599399
14160,Ntare IV of Burundi,Burundi,762599435
14161,John Bathgate,New Zealand,762603569
14162,Antonio Bells,Palauan,762610456
14163,"Moninho Viegas, o Gasco",Portugal,762617698
14164,Edwin Ochieng Yinda,Kenya,762624528
14165,Mabel Newlands,New Zealand,762627206
14166,Flora Buka,Zimbabwe,762630896
14167,Elijah Doro Muala,Solomon Islands,762635839
14168,Dragutin Haramija,Croatia,762637325
14169,Omar Kabbaj,Morocco,762637783
14170,Paul Usteri,Switzerland,762646607
14171,Aleida Alavez Ruiz,Mexico,762670560
14172,Luisa María Alcalde Luján,Mexico,762671066
14173,Étienne Clémentel,France,762676170
14174,Pierre Colliard,France,762676373
14175,Pasquale Malipiero,Italy,762676408
14176,Lucien Lamoureux (France),France,762680748
14177,Hans Klingenberg,Denmark,762684039
14178,Esteban Bullrich,Argentina,762706494
14179,Ōtomo no Otomaro,Japan,762706551
14180,Diane Beamer,Australia,762706793
